"","firstname","surname","party","Eutanasia.pitäisi.sallia.","Haluaisin.että.alueeni.terveyspalveluiden.tuottaja.on.mieluummin.julkinen.kuin.yksityinen.","Homo..ja.lesbopareilla.pitää.olla.samat.avioliitto..ja.adoptio.oikeudet.kuin.heteropareilla.","Hyvä.veli..verkostot.ohjaavat.kuntien.päätöksentekoa.","Jos.kansalaisen.terveysongelmien.voidaan.katsoa.johtua.omista.elintavoista..hänen.pitäisi.osallistua.hoidon.kustannuksiin.","Jos.tulee.eteen.tilanne..jossa.on.välttämätöntä.joko.leikata.julkisia.palveluita.ja.sosiaalietuuksia.tai.korottaa.veroja..veronkorotukset.ovat.parempi.vaihtoehto.","Jos.valtio.tarjoaa.turvapaikanhakijoiden.vastaanottokeskuksen.perustamista.kotikuntaani..tarjous.pitää.hyväksyä.","Julkisia.palveluita.pitäisi.ulkoistaa.nykyistä.enemmän.kunnilta.yrityksille.","Julkisia.palveluita.tulisi.ulkoistaa.entistä.enemmän.yksityisten.yritysten.tuotettavaksi.","Julkisten.terveyspalvelujen.asiakasmaksut.tulisi.poistaa.kokonaan.","Kaikessa.päätöksenteossa.pitäisi.arvioida.vaikutukset.ympäristöön.ja.tarvittaessa.luopua.ympäristölle.haitallisista.hankkeista.","Kannatan.kotikuntani.liittämistä.isompaan.kuntaan.tai.kuntien.yhdistymistä.kotikuntani.kanssa.","Kasvisruoan.määrää.pitäisi.lisätä.kouluissa.ja.liharuuan.vähentää.","Kerjääminen.kaduilla.pitäisi.kieltää.lailla.","Kirjastojen.kirjoista.pitäisi.maksaa.lainausmaksua.kunnan.taloustilanteen.helpottamiseksi.","Kirjastojen.pitäisi.keskittyä.kirjoihin..eikä.laajentua.enempää.tavaroiden.lainaamiseen.tai.muille.vastaaville.uusille.alueille","Koko.Suomi.on.syytä.pitää.asuttuna..vaikka.se.tietäisikin.veronmaksajille.kustannuksia.","Koko.Suomi.tulisi.pitää.asuttuna..vaikka.se.kävisikin.kalliiksi.veronmaksajille.","Kotikunnassani.pitäisi.olla.maksuton.julkinen.liikenne..vaikka.se.nostaisi.veroäyriä.","Kotikuntani.pitäisi.ottaa.aktiivisesti.vastaan.kotoutettavia.turvapaikanhakijoita.","Kouluissa.kohdellaan.koululaisia.liian.lepsusti..Tiukempi.kuri.tekisi.kouluista.parempia.","Koulujen.liikuntatuntien.pitäisi.olla.tytöille.ja.pojille.yhteiset.","Koululuokat.pitäisi.jakaa.oppilaiden.lahjakkuuden.perusteella.tasoryhmiin.","Koululuokissa.tulisi.olla.ylärajat.maahanmuuttajalasten.osuudelle.","Kulttuuripalveluista..museot..teatterit..orkesterit..voidaan.säästää.leikkaamalla.","Kunnassani.on.tärkeämpää.huolehtia.yksityisautoilun.edellytyksistä.kuin.joukkoliikenteestä.","Kuntalaisten.valitusoikeutta.kaavoituskysymyksissä.tulee.rajoittaa.","Kuntani.nykyinen.kouluverkko.tulee.säilyttää.sellaisenaan..vaikka.se.aiheuttaisi.kustannuksia.kuntalaisille.","Kuntani.pitäisi.luopua.vaatimuksesta.rakentaa.autopaikkoja.uusien.asuntojen.yhteyteen.","Kuntani.pitäisi.rohkeammin.käyttää.maiden.pakkolunastuksia.kaavoituksen.vauhdittamiseksi.","Kuntani.pitäisi.tukea.rahallisesti.lasten.hoitamista.kotona.nykyistä.enemmän.","Kuntani.pitää.auttaa.ihmisiä..vaikka.he.oleskelisivat.Suomessa.laittomasti.","Kuntani.pitää.taata.kokopäiväinen.päivähoitopaikka.kaikille.alle.3.vuotiaille..vaikka.näiden.vanhemmista.toinen.olisikin.kotona.","Kuntien.virkoja.täytettäessä.pitäisi.olla.sukupuolikiintiöt.","Lasten.päivähoidon.hinta.pitäisi.suhteuttaa.nykyistä.vahvemmin.vanhempien.tuloihin.","Maahanmuuttajataustaisten.lasten.osuudella.koululuokassa.pitäisi.olla.yläraja.","Monikulttuurisuus.on.kunnalle.hyvä.asia.","Nykyisen.kaltaiset.palvelut.ja.sosiaalietuudet.ovat.pitemmän.päälle.liian.raskaita.julkiselle.taloudelle.","On.parempi..että.kunta.nostaa.veroäyriä.kuin.että.se.leikkaa.palveluistaan.","Oppilaiden.kännykät.pitäisi.jättää.oppitunnin.ajaksi.luokkahuoneen.ulkopuolelle.","Perinteiset.arvot...kuten.koti..uskonto.ja.isänmaa...muodostavat.hyvän.arvopohjan.politiikalle.","Pyörätiet.ja.jalkakäytävät.pitäisi.puhdistaa.lumesta.ja.hiekoittaa.ennen.autoteitä.","Pääomatuloista.pitäisi.maksaa.veroa.kotikuntaan.siinä.missä.ansiotuloistakin.","Rikkaiden.asuinalueilla.ei.tarvita.yhtä.hyviä.julkisia.palveluita.kuin.vähävaraisilla.","Suomalaisten.auttaminen.pitäisi.olla.etusijalla.ulkomaalaisiin.verrattuna.","Suuret.tuloerot.ovat.hyväksyttäviä..jotta.erot.ihmisten.lahjakkuudessa.ja.ahkeruudessa.voidaan.palkita.","Talouskasvu.ja.työpaikkojen.luominen.tulisi.asettaa.ympäristöasioiden.edelle..silloin.kun.nämä.kaksi.ovat.keskenään.ristiriidassa.","Tuloerojen.kasvusta.on.haittaa.yhteiskunnalle.","Vanhempien.oikeutta.valita.lastensa.koulu.tulisi.rajoittaa."
"5678","Linda-Riina","Paavilainen","kd",1,3,2,3,4,2,2,3,3,2,4,2,2,4,4,2,2,4,1,2,4,2,2,4,4,3,4,4,2,2,4,2,4,2,3,4,4,4,2,4,5,2,2,2,4,4,2,4,2
"5693","Lotta","Keskinen","rkp",4,4,5,3,2,2,5,4,4,1,5,3,4,1,1,2,4,4,2,5,1,5,2,4,1,2,2,4,2,2,2,5,5,4,2,4,5,2,2,2,1,4,1,1,1,4,1,5,2
"5700","Lotta","Rosenqvist","rkp",5,3,5,4,2,2,4,3,4,5,4,2,4,5,1,5,4,3,4,3,4,4,4,4,2,1,3,4,2,3,4,2,2,2,4,4,5,3,3,4,2,2,4,2,4,3,2,3,2
"5717","Maarit","Fredlund","vas",5,5,5,5,1,5,5,1,1,5,5,2,5,1,1,2,2,2,4,5,1,4,1,1,1,1,3,4,4,4,1,5,5,2,1,1,5,4,4,2,1,5,5,1,1,1,1,5,4
"5739","Maarit","Meskanen","sdp",3,5,2,1,2,4,4,2,1,1,5,4,4,1,1,5,5,5,1,4,1,5,2,4,2,2,1,5,5,2,4,1,4,2,2,4,4,1,5,1,4,2,4,2,5,4,1,4,1
"5752","Maarit","Toveri","kok",2,4,3,2,2,1,5,2,2,2,4,2,4,3,2,4,2,2,1,4,4,4,3,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,2,2,5,2,1,1,4,4,4,2,1
"5756","Maarit","Vierunen","kok",4,2,5,2,2,2,4,4,4,2,2,3,2,4,2,4,1,2,2,3,2,3,2,4,3,2,4,4,4,2,2,3,2,1,2,4,4,4,2,4,4,4,2,2,4,4,2,2,2
"5761","Magnus","Ahlberg","kd",1,4,1,3,4,4,3,2,2,2,4,2,5,4,1,4,4,4,2,3,3,1,2,4,1,2,3,4,2,2,4,4,2,2,4,4,5,3,4,4,5,2,3,1,3,2,2,4,1
"5766","Mai","Kivelä","vas",5,5,5,5,2,4,4,1,1,4,5,5,5,1,1,1,1,1,2,5,1,4,1,1,1,1,2,2,5,2,2,5,5,2,1,1,5,1,5,4,1,4,5,1,2,1,1,5,2
"5768","Maija Li","Raudaskoski","pir",4,3,5,4,2,3,3,2,2,3,5,3,4,3,1,1,2,2,4,4,3,3,2,4,2,2,2,4,4,2,4,4,4,3,3,4,4,4,3,4,2,3,3,2,4,2,1,5,3
"5772","Maija","Anttila","sdp",3,5,5,4,1,4,5,2,2,4,4,5,4,3,1,2,2,2,4,4,3,4,1,1,1,1,4,2,5,5,2,4,1,4,2,1,5,2,5,5,3,2,5,1,1,2,2,4,3
"5784","Maija","Mecklin","kd",1,5,3,3,3,3,4,1,1,3,4,1,2,3,1,4,4,5,2,3,4,1,2,4,2,2,2,4,2,2,3,3,2,2,3,4,4,4,3,4,5,5,4,2,4,3,2,4,2
"5816","Maisa","Kuhno","kd",1,3,2,3,3,2,5,3,4,2,4,2,4,2,4,2,2,2,1,3,4,2,2,2,4,2,2,3,2,3,4,4,2,2,4,1,4,4,2,4,4,2,2,2,2,4,2,4,2
"5833","Marcus","Rantala","rkp",4,2,5,2,2,1,4,4,4,1,4,3,1,2,1,4,2,2,1,5,2,5,2,1,2,2,4,5,2,2,1,4,4,1,1,1,5,4,1,5,2,2,2,1,2,4,2,2,2
"5848","Mari","Holopainen","vihr",4,4,5,4,1,4,5,2,2,2,5,4,5,1,1,1,1,1,2,5,1,4,2,2,1,1,1,4,4,2,2,5,5,5,4,2,5,2,4,4,2,4,2,2,1,2,1,5,4
"5859","Mari","Kostamo","vas",5,4,5,5,1,4,5,2,1,2,4,5,1,2,1,4,4,4,2,4,4,4,1,4,2,1,4,5,2,4,2,4,2,4,4,5,5,2,4,4,2,1,5,4,2,1,4,4,4
"5880","Mari","Rantanen","ps",3,3,4,4,2,2,1,3,4,1,4,2,3,5,2,4,4,4,1,1,4,2,4,5,4,2,2,4,2,1,4,1,1,2,4,5,1,4,2,4,4,1,3,2,5,3,3,4,1
"5886","Mari","Saloheimo","skp",3,5,5,5,1,5,4,1,1,5,5,4,5,4,1,5,5,5,5,4,2,5,4,1,1,1,1,1,5,2,5,3,5,5,2,1,4,1,5,5,2,4,5,5,3,1,1,5,2
"5905","Maria","Jokinen","kok",5,2,5,2,1,2,5,5,5,1,4,5,5,4,1,2,1,1,2,5,2,5,1,1,1,1,2,2,4,2,1,4,2,2,5,1,5,4,2,1,5,1,2,1,1,4,1,4,2
"5912","Maria","Landén","ps",4,4,2,4,2,3,1,2,2,4,2,1,1,5,1,4,4,4,2,1,5,2,2,4,4,4,1,5,1,2,4,1,4,1,4,4,1,1,3,5,5,2,3,1,5,4,5,3,1
"5915","Maria","Loima","sdp",4,5,5,4,2,5,5,2,2,3,5,4,5,1,1,1,1,1,4,5,1,5,2,1,2,1,2,4,5,3,1,5,4,4,1,1,5,1,4,2,1,4,2,3,1,1,1,5,4
"5920","Maria","Malmström","skp",4,5,5,4,1,4,5,1,1,5,5,1,5,1,1,1,5,5,5,4,1,3,1,1,1,1,1,4,4,1,4,5,5,2,1,1,5,1,4,4,2,3,5,1,2,1,1,5,4
"5925","Maria","Nyroos","sdp",4,5,5,4,1,4,5,1,1,2,5,4,5,1,1,1,1,1,2,5,1,5,1,1,2,1,1,4,4,2,1,5,5,4,2,1,5,1,4,1,1,2,4,1,2,1,2,5,4
"5926","Maria","Ohisalo","vihr",5,5,5,2,1,5,5,1,1,5,5,5,5,1,1,1,1,1,2,5,1,5,1,1,1,1,1,4,5,2,1,5,5,2,1,1,5,1,5,2,1,4,2,1,3,1,1,5,2
"5932","Maria","Pohjamo","kesk",3,4,5,3,2,2,5,3,2,5,4,3,4,1,1,2,5,5,2,4,2,2,2,4,2,2,2,4,5,2,3,4,4,2,2,4,4,2,2,4,2,2,4,3,2,2,2,4,2
"5941","Maria","Sundman-Juselius","vas",5,5,5,4,3,5,5,1,1,3,5,2,4,1,1,2,2,2,4,5,2,4,3,3,1,2,2,4,4,3,3,5,2,3,4,2,5,4,4,4,2,1,4,1,3,1,2,4,3
"5948","Mariam","Rguibi","kok",4,2,5,2,2,4,2,4,4,2,4,4,4,2,1,2,2,2,1,4,4,4,2,4,2,2,2,2,5,1,2,4,2,2,2,4,4,4,2,5,2,2,2,1,3,4,2,4,2
"5952","Marianna","Kupias","kok",4,2,5,2,1,2,4,4,4,2,4,4,2,2,1,2,2,2,2,4,2,4,2,1,2,1,2,4,4,2,1,4,5,1,2,1,5,4,2,2,2,2,2,1,3,4,2,2,1
"5956","Marianna","Siltala","vas",5,5,5,4,1,3,5,1,1,5,5,3,4,1,1,2,1,1,3,5,3,5,1,1,1,1,1,4,5,1,2,4,5,1,5,1,5,3,4,2,1,3,5,1,1,1,1,5,4
"5960","Marianne","Heinonen","kesk",4,4,5,2,4,4,5,2,2,1,4,2,4,4,1,2,4,4,2,4,4,5,4,2,1,2,4,4,4,2,3,2,2,2,2,2,4,4,4,5,2,2,2,2,4,2,2,4,4
"5965","Marianne","Kajander","vihr",4,4,4.5,2,1,4,5,2,2,5,4,2,5,1,1,1,4,4,4,5,2,4,2,2,2,1,2,2,4,2,4,5,5,2,4,2,5,2,4,4,1,2,2,1,2,2,1,5,4
"5966","Marianne","Niemelä","vihr",5,5,5,4,1,5,5,1,1,5,5,4,5,1,1,2,1,1,5,5,1,5,1,1,1,1,2,2,5,2,2,5,5,4,2,1,5,1,5,1,1,4,5,2,1,1,1,5,4
"5984","mariitta","pulkkinen","kd",1,3,1,3,1,1,5,4,4,1,5,3,5,5,1,3,4,4,2,2,5,1,4,1,1,1,1,3,4,4,2,4,1,3,4,1,5,4,3,5,5,1,3,2,2,4,1,5,1
"5995","Marika","Lahti","kok",5,2,4,3,4,2,4,4,4,4,5,2,4,4,1,2,2,2,2,4,4,5,4,2,1,2,1,2,2,1,4,4,4,2,4,2,5,2,2,5,4,2,2,1,1,2,1,5,4
"6003","Marika","Sorja","ps",2,3,4,4,1,2,1,4,4,2,2,2,1,5,2,4,2,2,1,1,4,5,4,5,4,1,1,4,2,1,4,1,1,1,5,5,1,3,2,5,5,2,4,4,5,4,4,4,2
"6032","Maritta","Hyvärinen","kok",1,4,4,5,4,2,2,2,2,2,5,2,4,5,1,1,2,2,2,2,4,5,2,2,1,2,4,2,2,2,4,2,4,2,2,2,4,4,2,5,4,4,2,2,4,4,2,4,1
"6097","Marja-Leena","Kalkkinen","skp",5,5,5,5,1,4,5,1,1,5,5,1,5,1,1,4,5,5,5,5,1,4,1,1,1,1,1,5,4,3,1,5,5,2,5,1,5,1,4,4,1,5,5,1,1,1,1,5,3
"6111","marja-liisa","lohikoski","kd",1,2,1,3,1,4,4,2,2,1,4,1,2,5,1,4,4,4,2,2,4,1,1,1,1,1,4,4,5,4,5,4,1,2,4,1,4,2,4,5,5,2,5,4,2,1,2,5,1
"6126","Marjatta","Kähkönen","kd",1,4,1,3,4,4,5,2,2,2,5,2,4,3,2,4,4,4,2,4,2,1,2,2,2,2,2,4,2,2,5,5,1,4,5,2,4,2,4,4,5,4,3,2,2,3,3,3,2
"6167","Marjukka","Vainio-Rossi","kesk",4,2,4,2,2,4,4,4,4,2,2,4,2,4,1,4,4,4,2,4,2,4,2,2,2,3,2,4,2,2,4,4,4,4,2,2,4,2,4,2,2,2,2,2,2,4,2,2,2
"6192","Markku","Hannula","vihr",3,4,5,4,1,4,5,2,2,4,5,4,4,2,1,2,2,2,3,4,2,4,2,2,2,1,2,2,4,4,2,4,3,4,1,2,3,2,4,2,2,2,4,2,3,2,2,4,2
"6200","Markku","Junnila","ps",1,5,1,5,4,5,1,1,1,4,5,1,5,5,1,5,5,5,5,1,5,4,1,5,1,1,1,5,5,2,1,1,1,2,5,5,4,1,5,5,4,5,5,1,5,2,1,4,5
"6202","Markku","Jutila","skp",3,5,4,4,3,3,4,2,2,4,4,5,3,2,1,3,4,4,4,5,1,3,1,3,1,2,1,4,4,2,3,5,3,2,1,3,5,2,3,1,1,4,5,1,2,1,2,5,2
"6231","Markku","Nevalainen","ps",5,5,1,5,2,4,4,2,2,2,4,2,2,5,1,2,4,4,2,2,2,4,2,5,2,1,1,5,2,2,2,1,2,1,2,5,4,1,4,2,5,2,5,2,4,2,4,4,2
"6263","Markku","Saarikangas","ps",5,4,1,4,1,3,1,2,2,1,2,5,1,5,4,4,5,5,4,1,5,2,4,5,4,2,1,5,2,4,4,1,2,1,1,5,1,4,4,5,5,1,4,1,5,1,4,4,2
"6265","Markku","Salomaa","ps",5,5,5,5,1,3,1,1,1,1,1,1,2,5,1,5,4,4,1,1,4,5,5,5,1,1,4,5,4,5,5,1,2,1,2,5,1,3,3,5,4,1,5,1,5,4,2,2,1
"6277","Markku","Varsila","kd",1,1,1,4,1,2,5,2,2,2,5,5,2,4,1,4,5,4,4,4,4,2,2,1,1,2,2,4,4,2,4,5,2,1,2,1,4,4,2,4,5,2,5,1,4,4,1,2,2
"6290","Marko","Ekqvist","ps",1,4,1,1,4,1,1,4,4,4,2,3,1,5,1,4,4,4,5,1,4,4,2,5,1,2,4,5,1,4,4,1,4,1,2,5,5,2,2,5,5,2,3,3,5,2,4,4,4
"6321","Marko","Kilpeläinen","skp",4,5,5,5,2,5,5,1,1,5,5,5,5,2,1,1,5,5,5,5,4,5,4,1,1,2,2,1,4,5,4,5,4,2,1,1,2,1,5,1,1,1,3,1,1,5,1,4,3
"6328","Marko","Korhonen","vas",5,5,3,4,2,4,4,2,2,4,4,4,2,4,2,2,4,4,4,4,2,2,2,1,2,2,2,5,2,4,4,4,2,2,4,2,4,2,4,2,2,2,4,2,2,2,2,4,2
"6343","Marko","Lindfors","sdp",4,4,5,2,3,5,4,2,2,2,3,2,3,3,2,1,2,2,2,3,4,1,2,1,2,2,4,4,4,4,3,4,4,2,4,2,4,4,4,5,4,2,5,2,2,1,4,4,2
"6409","Markus","Kalliola","kok",2,2,4,1,4,2,4,2,2,1,5,4,3,2,1,1,4,4,1,4,1,4,2,2,2,2,4,2,2,2,2,4,2,1,1,2,5,4,2,4,4,3,1,1,2,3,1,3,2
"6418","Markus","Lehtola","vas",4,4,5,4,1,5,4,1,2,2,4,4,5,2,1,2,4,4,2,4,2,2,4,2,2,2,2,2,4,3,3,4,5,2,2,2,4,1,4,2,2,4,4,2,2,2,2,5,2
"6429","Markus","Mäkinen","kesk",4,4,3,3,4,4,4,2,2,2,4,2,4,4,1,2,3,4,2,4,5,2,1,4,2,2,1,4,2,2,1,4,3,1,4,4,5,2,4,4,4,2,1,1,2,4,1,4,2
"6439","Markus","Sauvola","vihr",5,3,5,2,1,5,4,2,2,2,5,2,5,2,1,1,1,1,2,4,4,5,1,4,1,1,4,2,5,2,1,5,4,1,1,4,4,2,5,2,1,4,4,1,1,1,1,5,2
"6452","Martina","Harms-Aalto","rkp",3,2,5,2,3,3,5,4,2,2,4,3,2,2,1,2,4,4,1,5,2,4,2,2,1,1,4,2,2,2,4,4,2,2,2,1,5,4,2,4,2,2,1,1,1,2,2,2,2
"6476","Martti","Tulenheimo","vihr",4,4,5,2,2,4,4,2,2,4,4,4,4,2,1,2,2,2,2,4,2,5,1,2,2,2,2,4,5,2,2,4,5,2,4,2,4,2,4,2,4,4,4,1,2,2,2,4,2
"6483","Matias","Hertzberg","rkp",5,4,5,2,2,4,5,2,2,2,4,5,3,1,1,1,2,2,2,5,2,4,1,1,1,2,2,2,4,4,2,5,5,2,5,1,5,2,4,2,2,3,1,1,1,2,2,4,4
"6489","Matias","Ollila","kesk",3,4,5,4,2,2,5,2,2,2,5,1,4,3,1,2,5,5,2,5,4,4,2,1,2,2,2,4,5,2,3,4,2,2,1,1,5,4,2,2,4,2,2,2,2,2,2,5,4
"6490","Matias","Pajula","kok",5,2,5,2,4,2,5,4,4,1,4,5,4,4,4,1,1,1,1,5,4,5,2,2,4,2,5,4,5,4,2,1,2,2,2,2,4,4,2,2,4,2,1,1,3,4,2,2,2
"6496","Matias","Turkkila","ps",3,4,3,5,2,2,1,2,2,2,2,1,1,5,1,2,2,2,1,1,5,2,5,4,4,3,4,5,4,4,2,1,2,1,2,5,1,4,2,2,4,1,2,2,5,2,4,4,1
"6498","Matilda","Merenmies","vihr",4,5,5,4,1,5,5,1,2,5,5,2,5,1,1,1,1,1,4,5,2,5,2,1,1,1,1,4,5,2,1,5,5,4,1,1,5,1,5,2,1,4,4,2,1,1,1,5,2
"6505","Matti","Ahonen","ps",3,5,1,5,2,4,1,2,2,2,4,1,3,5,2,4,5,4,1,2,5,2,4,4,2,5,4,5,1,2,4,2,4,2,5,5,2,5,4,5,5,2,1,2,5,4,2,3,2
"6517","Matti","Enroth","kok",4,5,4,1,1,2,4,5,5,1,2,5,1,4,1,1,5,5,1,2,2,4,4,4,1,2,1,5,1,1,4,4,4,1,1,4,4,1,2,1,5,2,1,1,4,4,2,2,2
"6551","Matti","Kinnunen","vihr",5,4,5,2,1,4,5,2,2,2,5,2,5,1,1,1,1,1,1,5,1,4,2,1,1,1,2,1,5,2,2,5,5,1,2,2,5,1,2,1,1,4,2,1,1,2,1,5,2
"6566","Matti","Laitinen","skp",1,5,4,5,1,5,5,1,1,5,5,1,5,1,1,5,5,5,5,5,1,5,2,2,1,1,1,5,5,4,1,5,5,5,1,2,5,1,5,5,1,5,5,1,2,1,1,5,5
"6576","Matti","Lipponen","vas",5,5,5,5,1,5,5,1,1,5,5,5,5,1,1,1,3,3,5,5,1,5,1,1,1,1,1,5,1,5,5,5,5,5,1,1,5,1,5,1,1,3,5,1,5,1,1,5,1
"6586","Matti","Niiranen","kok",3,2,5,2,1,4,4,4,5,2,5,4,2,5,1,2,2,1,1,4,2,2,2,2,1,2,4,2,2,1,4,4,2,2,2,2,5,4,2,2,5,2,4,1,4,5,3,2,2
"6597","Matti","Parpala","kok",4,2,5,4,4,1,5,5,5,2,5,5,5,1,1,1,1,1,1,5,2,4,4,1,2,1,4,2,5,2,1,4,5,2,4,1,5,5,1,2,2,2,2,2,4,4,1,2,2
"6614","Matti","Sadeniemi","sdp",5,5,5,5,1,4,5,1,1,5,5,5,5,2,1,1,1,1,4,5,2,4,2,1,1,1,2,4,4,1,1,5,5,4,1,1,4,2,5,2,1,4,2,1,2,1,1,5,1
"6630","Matti","Vainio","kesk",2,4,2,4,2,4,5,2,1,2,4,1,2,4,2,2,5,5,1,4,4,4,1,1,1,2,4,5,2,4,2,4,2,4,2,1,4,2,4,4,4,2,2,1,2,2,4,4,1
"6662","Mauri","Venemies","kd",1,4,3,4,2,4,4,2,2,3,4,5,4,2,1,4,4,3,3,4,4,4,2,3,3,2,4,4,2,4,4,2,2,2,2,3,4,3,4,4,3,2,4,2,3,2,3,5,3
"6664","Max","Laihonen","vihr",5,4,5,1,2,4,5,4,2,2,5,4,4,1,1,1,2,2,2,5,2,5,2,1,1,1,2,4,5,2,2,5,4,2,2,1,5,4,4,2,2,4,2,1,2,2,2,2,2
"6672","Meri","Haahtela","vihr",5,4,5,4,2,5,5,2,2,5,5,4,5,2,1,2,4,4,4,5,2,4,2,2,1,2,1,4,5,1,4,5,5,4,2,2,5,2,5,2,1,2,4,1,1,2,2,5,2
"6685","Merja","Eklund","kok",3,4,3,2,1,2,2,4,4,4,5,4,4,4,1,2,2,2,1,2,4,2,2,4,2,2,4,2,2,4,4,4,2,2,2,2,4,4,2,2,5,2,2,2,2,2,2,2,1
"6689","Merja","Helle","vas",4,5,5,5,1,5,5,1,2,5,5,4,5,1,1,1,1,2,4,5,1,4,2,1,1,1,4,4,4,5,2,5,5,4,4,1,5,1,5,3,2,4,5,1,1,3,2,1,4
"6694","Merja","Kauppinen-Saarikko","skp",5,5,5,5,3,5,5,3,2,3,5,5,3,4,1,5,5,5,5,5,3,3,3,3,1,1,1,3,2,1,3,5,5,1,5,3,5,2,5,3,2,3,3,1,1,3,1,5,3
"6711","Merja","Ruotsalainen","sdp",5,5,5,3,2,4,4,1,1,2,4,4,1,4,1,4,5,4,1,4,3,2,4,1,2,1,2,5,2,2,2,3,4,4,2,1,4,1,4,5,3,1,4,2,4,2,2,3,2
"6733","Mervi","Juuri","kd",1,4,1,4,5,4,4,4,4,4,4,4,4,2,2,1,4,2,2,2,1,1,4,4,4,2,2,5,2,1,5,2,5,4,4,4,2,4,4,2,5,4,4,4,4,2,4,5,1
"6734","Mervi","Juurinen","vas",5,5,5,1,1,5,4,1,1,5,5,1,2,4,1,1,5,5,4,4,1,4,1,4,1,1,1,4,2,2,2,1,5,1,1,1,4,1,4,4,2,1,5,1,4,1,2,5,4
"6761","Mia","Haglund","vas",5,5,5,4,1,5,5,1,1,5,5,5,5,1,1,1,2,2,4,5,1,5,2,1,1,1,1,4,5,2,1,5,4,2,5,1,5,1,5,2,1,4,4,1,1,1,1,5,4
"6766","Mia","Huttunen","ps",4,5,4,4,2,5,2,2,1,5,5,4,5,5,2,2,5,4,4,2,2,5,3,4,1,2,1,4,3,2,4,2,4,2,5,3,4,2,5,4,5,4,4,3,4,2,2,5,1
"6768","Mia","Nygård","kok",5,1,5,1,4,1,2,5,5,1,5,5,2,5,4,4,2,2,1,4,5,1,4,1,4,3,1,4,1,1,1,1,2,1,2,1,4,5,1,5,4,3,4,1,1,5,2,2,1
"6774","Mian","Ahmad","vihr",3,5,3,4,5,4,5,1,1,4,4,1,4,5,5,1,5,5,5,5,4,4,1,4,1,1,4,4,1,1,4,4,2,4,5,4,5,2,5,5,2,2,4,1,1,2,4,5,5
"6788","Miia","Järvi","sdp",4,4,5,3,1,4,5,2,2,5,4,4,4,2,1,2,2,2,4,5,2,4,1,2,2,2,2,4,2,4,2,4,4,4,1,2,5,2,4,4,2,4,4,1,1,1,1,4,4
"6830","Miikka","Korpiranta","kd",1,4,1,2,2,4,4,2,2,2,5,2,2,2,1,1,4,4,2,4,4,2,2,4,2,1,2,4,2,1,5,4,5,2,2,4,4,4,4,4,5,4,4,2,3,2,2,4,1
"6859","Mika","Aska","kd",4,5,5,4,4,4,5,2,1,1,5,4,4,4,1,2,4,4,2,2,4,4,4,1,4,2,2,2,5,2,4,1,4,2,4,1,4,4,4,4,4,4,4,2,4,4,1,4,2
"6862","Mika","Ebeling","kd",1,4,1,4,2,3,3,2,2,2,4,5,4,2,1,4,4,4,1,3,5,2,4,4,4,1,2,4,2,2,4,4,2,1,2,4,2,3,3,4,5,1,3,2,4,2,3,4,2
"6952","Mika","Raatikainen","ps",4,4,2,4,2,2,1,2,4,2,4,4,2,4,1,4,2,4,2,1,4,2,4,5,4,2,4,2,2,4,2,1,2,2,2,5,2,4,4,5,5,2,4,2,5,4,4,4,2
"6964","Mika","Salminen","ps",5,1,5,5,5,1,1,1,1,1,1,5,1,5,1,5,1,1,1,1,1,1,1,5,5,5,1,5,1,5,1,1,1,1,5,5,1,5,1,5,5,1,5,1,5,5,5,1,5
"6978","Mika","Taberman","sdp",3,3,4,3,2,4,4,3,3,3,4,4,3,3,2,3,4,3,2,4,3,3,4,4,3,2,2,4,3,2,3,4,3,3,3,4,5,3,5,2,4,3,4,2,3,3,3,4,2
"6981","mika","törnström","vas",4,5,5,4,2,5,5,1,1,5,5,4,5,1,1,1,2,2,4,4,1,2,2,2,1,1,1,4,3,2,2,4,4,1,4,2,5,1,5,5,1,2,5,2,4,1,1,5,3
"6995","Mikael","Forsbäck","ps",4,4,2,4,4,4,2,2,2,4,4,4,4,2,2,4,1,1,2,2,5,2,2,5,2,1,5,5,4,5,4,1,4,5,5,4,4,2,4,4,4,4,4,4,5,2,2,5,4
"7001","Mikael","Jungner","sdp",4,2,5,2,2,2,4,4,4,2,4,4,4,2,1,2,1,1,4,4,1,5,2,2,2,2,2,2,4,4,3,4,5,2,2,1,5,2,2,1,2,3,4,2,1,3,2,2,2
"7020","Mikaela","Suomalainen","pir",5,4,5,3,3,4,5,2,2,5,4,2,4,1,1,3,2,2,5,5,1,5,3,1,1,1,2,4,4,2,4,5,5,2,3,1,5,4,4,2,1,2,3,1,1,2,1,5,2
"7023","Mika-Peter","Välipirtti","vas",5,1,5,4,3,5,5,1,2,4,5,5,5,1,1,4,4,4,2,5,2,5,3,1,1,1,1,5,5,4,3,5,5,4,5,1,5,2,5,4,1,2,5,1,1,1,1,5,2
"7024","Mike","Pohjola","vas",4,4,5,4,2,5,5,1,1,5,5,4,5,1,1,1,1,1,5,5,1,4,3,2,1,1,1,5,5,2,2,5,5,4,4,2,5,1,5,3,3,4,5,1,1,2,1,4,4
